                         Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                        SolverTime                                65.31                                           0.383                                           0.507      375.602                                         2.60311                                           0.768                                           0.241                                        0.383759                                            0.05
                        NumberOfIterations                            0                                             361                                              38       987529                                               0                                             905                                               1                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 3                                             NaN                                             NaN        26910                                              18                                             168                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0            0                                               0                                     0.000877294                                               0                                               0                                               0
                        PrimalGap                                     0                                               0                                               0 -1.57056e-10                                               0                                               0                                               0                                               0                                               0
                        DualGap                                   0.001                                               0                                               0  1.57056e-10                                               0                                     0.000877294                                               0                                               0                                               0
smallinvSNPr4b150-165   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.3                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            1                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             14.3079                                         14.2952                                         14.2952      14.2952                                         14.2952                                         14.2952                                         14.2952                                         14.2952                                         14.2952
                        DualBound                               14.2936                                         14.2952                                         14.2952      9.54755                                         14.2952                                         14.2852                                         14.2952                                         14.2952                                         14.2952
                        SolverTime                                75.03                                           0.597                                           0.481       900.22                                          3.4647                                           0.453                                           0.193                                        0.442983                                            0.04
                        NumberOfIterations                            0                                             740                                              30      1923712                                               0                                             452                                               1                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 5                                             NaN                                             NaN        17123                                              21                                              76                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0     0.497267                                               0                                      0.00070418                                               0                                               0                                               0
                        PrimalGap                           0.000888818                                               0                                               0 -6.99534e-11                                               0                                               0                                               0                                               0                                               0
                        DualGap                             0.000111084                                               0                                               0     0.497267                                               0                                      0.00070418                                               0                                               0                                               0
smallinvSNPr4b200-220   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.3                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             25.2689                                         25.2689                                         25.2689      25.2689                                         25.2689                                         25.2689                                         25.2689                                         25.2689                                         25.2689
                        DualBound                               25.2437                                         25.2689                                         25.2689      25.2689                                         25.2689                                         25.2491                                         25.2689                                         25.2689                                         25.2689
                        SolverTime                                50.64                                            0.25                                            0.47      205.722                                         2.59712                                           0.285                                           0.128                                        0.188416                                            0.04
                        NumberOfIterations                            0                                             288                                              33       711210                                               0                                             224                                               1                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 5                                             NaN                                             NaN         6358                                               0                                              37                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0            0                                               0                                     0.000784307                                               0                                               0                                               0
                        PrimalGap                                     0                                               0                                               0 -3.95743e-11                                               0                                               0                                               0                                               0                                               0
                        DualGap                                   0.001                                               0                                               0  3.95743e-11                                               0                                     0.000784307                                               0                                               0                                               0
smallinvSNPr5b010-011   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.3                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                            0.111101                                        0.111102                                        0.111102     0.111102                                        0.111102                                        0.111305                                        0.111102                                        0.111102                                        0.111102
                        DualBound                              0.110101                                        0.111102                                        0.111102     0.111102                                        0.111102                                        0.110416                                        0.111102                                        0.111102                                        0.111102
                        SolverTime                                34.07                                           0.944                                           0.652        2.101                                         3.46993                                           1.175                                           0.209                                        0.809904                                            0.07
                        NumberOfIterations                            0                                            1780                                              29         4569                                               0                                            1754                                               0                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 9                                             NaN                                             NaN          125                                             152                                             290                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                  0.00908254                                               0                                               0            0                                               0                                      0.00805276                                               0                                               0                                               0
                        PrimalGap                          -9.17837e-06                                               0                                               0            0                                               0                                      0.00182246                                               0                                               0                                               0
                        DualGap                              0.00909181                                               0                                               0            0                                               0                                      0.00621897                                               0                                               0                                               0
smallinvSNPr5b020-022   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.3                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                            0.308004                                        0.308004                                        0.308004     0.308004                                        0.308004                                        0.308004                                        0.308004                                        0.308004                                        0.308004
                        DualBound                              0.307004                                        0.308004                                        0.308004     0.308004                                        0.308004                                        0.307593                                        0.308004                                        0.308004                                        0.308004
                        SolverTime                                50.17                                           0.533                                           0.372         5.11                                         3.42649                                           0.377                                           0.103                                        0.335267                                            0.03
                        NumberOfIterations                            0                                             557                                              24        16736                                               0                                             410                                               0                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 5                                             NaN                                             NaN          237                                               7                                              62                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                  0.00325728                                               0                                               0            0                                               0                                      0.00133828                                               0                                               0                                               0
                        PrimalGap                                     0                                               0                                               0 -3.24671e-09                                               0                                               0                                               0                                               0                                               0
                        DualGap                              0.00325728                                               0                                               0  3.24671e-09                                               0                                      0.00133828                                               0                                               0                                               0
smallinvSNPr5b050-055   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.3                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             1.67257                                         1.67257                                         1.67257      1.67257                                         1.67257                                         1.67257                                         1.67257                                         1.67257                                         1.67257
                        DualBound                                1.6709                                         1.67257                                         1.67257      1.67257                                         1.67257                                           1.671                                         1.67257                                         1.67257                                         1.67257
                        SolverTime                                41.28                                           0.157                                           0.355       64.595                                         3.40777                                           0.514                                           0.117                                        0.353874                                            0.03
                        NumberOfIterations                            0                                              99                                              29       211634                                               0                                             590                                               0                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 5                                             NaN                                             NaN         5133                                               0                                             100                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0            0                                               0                                     0.000937582                                               0                                               0                                               0
                        PrimalGap                                     0                                               0                                               0 -5.97884e-10                                               0                                               0                                               0                                               0                                               0
                        DualGap                                   0.001                                               0                                               0  5.97884e-10                                               0                                     0.000937582                                               0                                               0                                               0
smallinvSNPr5b100-110   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.3                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                              6.6369                                          6.6369                                          6.6369       6.6369                                          6.6369                                          6.6369                                          6.6369                                          6.6369                                          6.6369
                        DualBound                               6.63027                                          6.6369                                          6.6369       6.6369                                          6.6369                                          6.6304                                          6.6369                                          6.6369                                          6.6369
                        SolverTime                                51.43                                           0.297                                           0.515       47.241                                         2.67408                                           0.995                                           0.178                                          0.3607                                            0.05
                        NumberOfIterations                            0                                             453                                              35       148699                                               0                                            1305                                               0                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                19                                             NaN                                             NaN         2920                                               9                                             242                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0            0                                               0                                     0.000979706                                               0                                               0                                               0
                        PrimalGap                                     0                                               0                                               0 -1.50673e-10                                               0                                               0                                               0                                               0                                               0
                        DualGap                                   0.001                                               0                                               0  1.50673e-10                                               0                                     0.000979706                                               0                                               0                                               0
smallinvSNPr5b150-165   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.3                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             14.8855                                         14.8804                                         14.8804      14.8804                                         14.8804                                         14.8855                                         14.8804                                         14.8804                                         14.8804
                        DualBound                               14.8706                                         14.8804                                         14.8804      14.8804                                         14.8804                                         14.8715                                         14.8804                                         14.8804                                         14.8804
                        SolverTime                                 73.3                                            0.64                                           0.481       277.03                                         3.42841                                           1.061                                           0.303                                        0.462391                                            0.06
                        NumberOfIterations                            0                                             338                                              31       946918                                               0                                            1213                                               1                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 7                                             NaN                                             NaN        17096                                              12                                             228                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0            0                                               0                                     0.000939538                                               0                                               0                                               0
                        PrimalGap                           0.000343206                                      2.6881e-10                                      2.6881e-10  2.01608e-10                                      2.6881e-10                                     0.000343206                                     2.62762e-10                                      2.6881e-10                                      2.6881e-10
                        DualGap                             0.000656569                                     -2.6881e-10                                     -2.6881e-10 -2.01608e-10                                     -2.6881e-10                                     0.000596128                                    -2.62762e-10                                     -2.6881e-10                                     -2.6881e-10
smallinvSNPr5b200-220   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.3                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             1                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             26.2652                                         26.2652                                         26.2652      26.2652                                         26.2652                                         26.2652                                         26.2652                                         26.2652                                         26.2652
                        DualBound                               4.29954                                         26.2652                                         26.2652      26.2652                                         26.2652                                         26.2544                                         26.2652                                         26.2652                                         26.2652
                        SolverTime                               900.06                                           0.598                                           0.419      156.288                                         2.62823                                           0.301                                           0.143                                        0.315044                                            0.05
                        NumberOfIterations                            0                                             694                                              31       436116                                               0                                             257                                               1                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
