                         Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                     1.71721e-08            0                                               0                                     0.000996096                                     1.50868e-10                                               0                                               0
                        PrimalGap                          -1.61027e-10                                    -1.60754e-10                                    -1.61027e-10 -2.45311e-10                                    -1.61025e-10                                     0.000613303                                    -6.20853e-10                                    -1.61181e-10                                    -1.61025e-10
                        DualGap                                   0.001                                     1.60754e-10                                     1.73331e-08  2.45311e-10                                     1.61025e-10                                     0.000382559                                     7.71721e-10                                     1.61181e-10                                     1.61025e-10
batchs201210m           JulianDate                              43203.7                                         43211.2                                         43207.7        43207                                         43261.7                                         43240.1                                         43208.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                         2.29589e+06                                     2.29535e+06                                     2.29535e+06  2.29535e+06                                     2.29535e+06                                     2.29589e+06                                     2.29535e+06                                     2.29535e+06                                     2.29535e+06
                        DualBound                            2.2936e+06                                     2.29535e+06                                     2.29535e+06  2.29393e+06                                     2.29535e+06                                      2.2936e+06                                     2.29535e+06                                     2.29535e+06                                     2.29535e+06
                        SolverTime                               338.96                                           3.598                                          35.658       17.278                                         4.47082                                          199.24                                          48.363                                         4.92678                                            3.93
                        NumberOfIterations                            0                                           96007                                              58        45104                                               0                                          421010                                               0                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                              37                                               0                                               0                                               0
                        NumberOfNodes                              2982                                             NaN                                             NaN         1680                                            5994                                            9170                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                  0.00100005                                               0                                    -6.16594e-11  0.000619593                                               0                                     0.000999856                                     1.13517e-10                                               0                                               0
                        PrimalGap                           0.000236321                                    -2.05995e-10                                    -3.35992e-10 -2.05995e-10                                    -2.40502e-10                                     0.000236321                                    -8.10535e-10                                    -2.05994e-10                                    -2.05993e-10
                        DualGap                             0.000763547                                     2.05995e-10                                     2.74333e-10  0.000619593                                     2.40502e-10                                     0.000763354                                     9.24051e-10                                     2.05994e-10                                     2.05993e-10
batch                   JulianDate                              43203.7                                         43211.2                                         43207.7        43207                                         43261.7                                         43240.1                                         43208.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                              285507                                          285507                                          285507       285507                                          285507                                          285507                                          285507                                          285507                                          285507
                        DualBound                                285221                                          285507                                          285507       285504                                          285507                                          285507                                          285507                                          285507                                          285507
                        SolverTime                                 0.09                                           0.123                                           0.592        0.403                                        0.128855                                           0.314                                           4.764                                        0.015352                                            0.02
                        NumberOfIterations                            0                                             532                                              44          991                                               0                                             634                                               0                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 1                                             NaN                                             NaN            1                                               0                                              42                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                     1.07177e-12  9.28853e-06                                     9.99491e-09                                               0                                    -7.08286e-11                                               0                                               0
                        PrimalGap                           1.41153e-10                                     4.84949e-10                                     1.54277e-10  1.54277e-10                                     1.54276e-10                                     1.56231e-10                                    -2.05904e-10                                     1.54276e-10                                     1.54277e-10
                        DualGap                                   0.001                                    -4.84949e-10                                    -1.53205e-10  9.28838e-06                                     9.84064e-09                                    -1.56231e-10                                     1.35076e-10                                    -1.54276e-10                                    -1.54277e-10
clay0203h               JulianDate                              43203.7                                         43211.2                                         43207.7        43207                                         43261.7                                         43240.1                                         43208.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             41573.3                                         41573.3                                         41573.3      41573.3                                         41573.3                                         41573.3                                         41573.3                                         41573.3                                         41573.3
                        DualBound                               41531.8                                         41573.3                                         41573.3      41573.1                                         41573.3                                         41573.3                                         41573.3                                         41573.3                                         41573.3
                        SolverTime                                 0.62                                            0.39                                           0.807         0.35                                        0.346787                                           2.773                                          21.413                                        0.105671                                             0.1
                        NumberOfIterations                            0                                            2109                                              50         2495                                               0                                            9396                                               1                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                17                                             NaN                                             NaN           89                                             160                                             400                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                      3.8373e-07  3.78795e-06                                               0                                               0                                     3.34349e-11                                               0                                               0
                        PrimalGap                            1.5611e-11                                     2.77438e-11                                     1.88222e-11 -9.16367e-10                                      1.8762e-11                                      1.8762e-11                                      3.9268e-11                                     1.87595e-11                                     2.77462e-11
                        DualGap                                   0.001                                    -2.77438e-11                                     3.83711e-07  3.78887e-06                                     -1.8762e-11                                     -1.8762e-11                                    -5.83308e-12                                    -1.87595e-11                                    -2.77462e-11
clay0203m               JulianDate                              43203.7                                         43211.2                                         43207.7        43207                                         43261.7                                         43240.1                                         43208.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             41573.3                                         41573.3                                         41573.3      41573.3                                         41573.3                                         41573.3                                         41573.3                                         41573.3                                         41573.3
                        DualBound                               41531.7                                         41573.3                                         41573.2      41573.3                                         41573.3                                         41573.3                                         41573.3                                         41573.3                                         41573.3
                        SolverTime                                 0.23                                           3.838                                           1.151        0.413                                        0.147851                                            0.76                                          19.014                                        0.043558                                            0.06
                        NumberOfIterations                            0                                           15094                                              69         1507                                               0                                            4425                                               3                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                15                                             NaN                                             NaN           94                                             107                                             322                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                     4.48989e-07            0                                               0                                               0                                     9.91112e-13                                               0                                               0
                        PrimalGap                           4.71169e-11                                     6.21073e-11                                    -5.64057e-12 -4.99696e-10                                     4.52326e-10                                     5.32339e-11                                    -1.93646e-09                                     5.22583e-11                                     5.32554e-11
                        DualGap                                   0.001                                    -6.21073e-11                                     4.48995e-07  4.99696e-10                                    -4.52326e-10                                    -5.32339e-11                                     1.93745e-09                                    -5.22583e-11                                    -5.32554e-11
clay0204h               JulianDate                              43203.7                                         43211.2                                         43207.7        43207                                         43261.7                                         43240.1                                         43208.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                                6545                                            6545                                            6545         6545                                            6545                                            6545                                            6545                                            6545                                            6545
                        DualBound                               6538.46                                            6545                                            6545         6545                                            6545                                            6545                                            6545                                            6545                                            6545
                        SolverTime                                 0.51                                           0.442                                           4.183        1.613                                        0.658891                                          22.346                                          20.164                                        0.239732                                             0.3
                        NumberOfIterations                            0                                           26941                                              69        12723                                               0                                           86614                                               3                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 1                                             NaN                                             NaN          821                                            1299                                            3685                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0            0                                               0                                               0                                     2.55312e-12                                               0                                               0
                        PrimalGap                                     0                                               0                                               0 -5.23048e-08                                               0                                               0                                    -7.04294e-11                                               0                                               0
                        DualGap                                   0.001                                               0                                               0  5.23048e-08                                               0                                               0                                     7.29825e-11                                               0                                               0
clay0204m               JulianDate                              43203.7                                         43211.2                                         43207.7        43207                                         43261.7                                         43240.1                                         43208.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                                6545                                            6545                                            6545         6545                                            6545                                            6545                                            6545                                            6545                                            6545
                        DualBound                                  6540                                            6545                                            6545         6545                                            6545                                            6540                                            6545                                            6545                                            6545
                        SolverTime                                 0.38                                           0.317                                           1.367        0.803                                        0.212224                                           5.115                                          11.221                                        0.080763                                            0.14
                        NumberOfIterations                            0                                           15476                                              63         3211                                               0                                           21647                                               5                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                11                                             NaN                                             NaN          434                                             822                                            2561                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                 0.000764526                                               0                                               0            0                                               0                                     0.000764526                                      1.3236e-11                                               0                                               0
                        PrimalGap                                     0                                               0                                               0  -6.0466e-08                                               0                                               0                                    -1.37606e-09                                               0                                               0
                        DualGap                             0.000764526                                               0                                               0   6.0466e-08                                               0                                     0.000764526                                      1.3893e-09                                               0                                               0
clay0205h               JulianDate                              43203.7                                         43211.2                                         43207.7        43207                                         43261.7                                         43240.1                                         43208.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                              8092.5                                          8092.5                                          8092.5       8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5
                        DualBound                               8084.42                                          8092.5                                          8092.5       8092.5                                          8092.5                                            8085                                          8092.5                                          8092.5                                          8092.5
                        SolverTime                                 3.63                                           4.642                                          17.841         9.19                                         3.98166                                         272.057                                          68.551                                         5.59829                                            2.63
                        NumberOfIterations                            0                                          560342                                              71        91005                                               0                                         1330537                                               0                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 7                                             NaN                                             NaN         6378                                           10934                                           57691                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0            0                                               0                                     0.000927644                                     1.44384e-10                                               0                                               0
                        PrimalGap                                     0                                               0                                               0 -5.52208e-08                                               0                                               0                                    -3.81699e-11                                               0                                               0
                        DualGap                                   0.001                                               0                                               0  5.52208e-08                                               0                                     0.000927644                                     1.82554e-10                                               0                                               0
clay0205m               JulianDate                              43203.7                                         43211.2                                         43207.7        43207                                         43261.7                                         43240.1                                         43208.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                              8092.5                                          8092.5                                          8092.5       8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                               0
                        DualBound                               8084.42                                          8092.5                                          8092.5       8092.5                                          8092.5                                          8084.9                                          8092.5                                          8092.5                                               0
                        SolverTime                                 3.13                                           1.386                                           5.326        3.502                                        0.426876                                          99.178                                          41.627                                         1.00376                                            0.82
                        NumberOfIterations                            0                                          158899                                              71        27405                                               0                                          475295                                               7                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                51                                             NaN                                             NaN         3296                                            3862                                           50549                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                            True
                        FailReason                                                                                                                                                                                                                                                                                                                                                    Primal bound contradicts best known dual bound
                        Gap                                       0.001                                               0                                               0            0                                               0                                     0.000939733                                     1.16997e-11                                               0                                               0
