Relative performance profile for NumberOfIterations
Filter: gap <= 0.102% and not failed
              SHOTcpx1910MMcvx  scipNCsoplex  baronNC  SHOTcpx1910MM  virt. best  virt. worst
1.468319e+00                 3             2        7              3           9            0
1.470595e+00                 3             2        7              3           9            0
1.472874e+00                 3             2        7              3           9            0
1.475157e+00                 3             2        7              3           9            0
1.477444e+00                 3             2        7              3           9            0
1.479734e+00                 3             2        7              3           9            0
1.482028e+00                 3             2        7              3           9            0
1.484325e+00                 3             2        7              3           9            0
1.486626e+00                 3             2        7              3           9            0
1.488930e+00                 3             2        7              3           9            0
1.491238e+00                 3             2        7              3           9            0
1.493550e+00                 3             2        7              3           9            0
1.495865e+00                 3             2        7              3           9            0
1.498183e+00                 3             2        7              3           9            0
1.500506e+00                 3             2        7              3           9            0
1.502832e+00                 3             2        7              3           9            0
1.505161e+00                 3             2        7              3           9            0
1.507494e+00                 3             2        7              3           9            0
1.509831e+00                 3             2        7              3           9            0
1.512171e+00                 3             2        7              3           9            0
1.514515e+00                 3             2        7              3           9            0
1.516863e+00                 3             2        7              3           9            0
1.519214e+00                 3             2        7              3           9            0
1.521569e+00                 3             2        7              3           9            0
1.523927e+00                 3             2        7              3           9            0
1.526290e+00                 3             2        7              3           9            0
1.528655e+00                 3             2        7              3           9            0
1.531025e+00                 3             2        7              3           9            0
1.533398e+00                 3             2        7              3           9            0
1.535775e+00                 3             2        7              3           9            0
1.538156e+00                 3             2        7              3           9            0
1.540540e+00                 3             2        7              3           9            0
1.542928e+00                 3             2        7              3           9            0
1.545319e+00                 3             2        7              3           9            0
1.547715e+00                 3             2        7              3           9            0
1.550114e+00                 3             2        7              3           9            0
1.552517e+00                 3             2        7              3           9            0
1.554923e+00                 3             2        7              3           9            0
1.557333e+00                 3             2        7              3           9            0
1.559747e+00                 3             2        7              3           9            0
1.562165e+00                 3             2        7              3           9            0
1.564586e+00                 3             2        7              3           9            0
1.567012e+00                 3             2        7              3           9            0
1.569441e+00                 3             2        7              3           9            0
1.571873e+00                 3             2        7              3           9            0
1.574310e+00                 3             2        7              3           9            0
1.576750e+00                 3             2        7              3           9            0
1.579194e+00                 3             2        7              3           9            0
1.581642e+00                 3             2        7              3           9            0
1.584094e+00                 3             2        7              3           9            0
1.586549e+00                 3             2        7              3           9            0
1.589008e+00                 3             2        7              3           9            0
1.591471e+00                 3             2        7              3           9            0
1.593938e+00                 3             2        7              3           9            0
1.596409e+00                 3             2        7              3           9            0
1.598884e+00                 3             2        7              3           9            0
1.601362e+00                 3             2        7              3           9            0
1.603844e+00                 3             2        7              3           9            0
1.606330e+00                 3             2        7              3           9            0
1.608820e+00                 3             2        7              3           9            0
1.611314e+00                 3             2        7              3           9            0
1.613811e+00                 3             2        7              3           9            0
1.616313e+00                 3             2        7              3           9            0
1.618818e+00                 3             2        7              3           9            0
